College Thérèse Pierre$2015-2019$J'obtiens mon brevet mention bien.$<svg class="parcours1" width="100%" height="100%" viewBox="0 0 2481 2481" version="1.1" xmlns="http://www.w3.org/2000/svg" xmlns:xlink="http://www.w3.org/1999/xlink" xml:space="preserve"  style="fill-rule:evenodd;clip-rule:evenodd;stroke-linejoin:round;stroke-miterlimit:2;"><g transform="matrix(0.677112,-0.677112,0.677112,0.677112,-559.254,1235.09)"><rect fill="#47bcff" x="409.227" y="416.713" width="1831.54" height="1831.54"/></g></svg>$
Lycée Jean Guéhenno$2019-2022$Je choisis en première les spécialités Arts Plastiques, Numérique et Mathématique. J'obtiens mon baccalauréat specialité Mathématiques & NSI avec la mention bien.$<svg class="parcours2" width="100%" height="100%" viewBox="0 0 2481 2481" version="1.1" xmlns="http://www.w3.org/2000/svg" xmlns:xlink="http://www.w3.org/1999/xlink" xml:space="preserve"  style="fill-rule:evenodd;clip-rule:evenodd;stroke-linejoin:round;stroke-miterlimit:2;"><g transform="matrix(0.677112,-0.677112,0.677112,0.677112,-559.254,1235.09)"><rect fill="#47bcff" x="409.227" y="416.713" width="1831.54" height="1831.54"/></g></svg>$
BUT MMI$2022-AJD$Je rentre en BUT Métiers du Multimédia et de l'Internet en 2022. Une formation qui s'articule entre 3 grands axes, le développement, la création numérique et la communication.$<svg class="parcours3" width="100%" height="100%" viewBox="0 0 2481 2481" version="1.1" xmlns="http://www.w3.org/2000/svg" xmlns:xlink="http://www.w3.org/1999/xlink" xml:space="preserve"  style="fill-rule:evenodd;clip-rule:evenodd;stroke-linejoin:round;stroke-miterlimit:2;"><g transform="matrix(0.677112,-0.677112,0.677112,0.677112,-559.254,1235.09)"><rect fill="#47bcff" x="409.227" y="416.713" width="1831.54" height="1831.54"/></g></svg>$
